0.3040,0.9400,0.1020,0.0250
0.2600,0.7790,0.1550,0.0820
0.3930,1.0450,0.1610,0.0590
0.3330,0.9990,0.1310,0.0380
0.2860,0.7580,0.1220,0.1560
0.3590,0.9170,0.1400,0.0530
0.3470,0.9550,0.1270,0.0640
0.2200,0.9120,0.0800,-0.0060
0.3450,0.9690,0.1320,0.1810
0.3890,0.9380,0.2090,0.0690
0.3280,0.9920,0.1370,0.0490
0.3430,0.8500,0.1530,0.0590
0.2990,0.9620,0.1770,-0.0050
0.3780,1.0880,0.1150,0.0280
0.3400,1.0010,0.1650,0.1070
0.3370,0.9070,0.1500,0.0880
0.3630,0.8850,0.1500,0.0740
0.3670,1.0550,0.1510,0.0620
0.3180,0.9470,0.0900,0.0240
0.3480,0.8420,0.1140,0.0640
0.2480,0.8570,0.0810,-0.0010
0.2980,0.9290,0.1290,0.0240
0.3330,0.8980,0.1100,0.0090
0.3590,0.9000,0.1210,-0.0280
0.2780,0.9160,0.0960,0.2280
0.3770,0.9240,0.1360,0.0660
0.2970,0.9460,0.1220,0.0350
0.3880,1.0390,0.1300,0.2030
0.3560,0.8350,0.1180,0.1860
0.3670,0.9010,0.1460,0.2170
0.3800,1.1580,0.1400,0.0200
0.3420,0.8800,0.1490,0.1540
0.3740,0.9800,0.1470,0.1000
0.3760,0.8590,0.1380,0.1460
0.3330,0.8840,0.1660,0.1280
0.3650,1.0270,0.1440,0.0250
-0.1360,1.1950,-0.1370,-0.0950
0.2860,0.8350,0.1430,0.0330
0.3940,1.0400,0.1520,0.0570
0.2960,0.8100,0.1380,0.0190
0.3990,1.0890,0.1590,0.0500
0.3880,1.0750,0.1620,0.1430
0.3630,1.0390,0.1210,0.0330
0.3870,0.9200,0.1380,0.0300
0.3880,1.1970,0.1680,0.0490
0.3710,1.0500,0.1430,0.1110
0.3830,1.1840,0.1550,0.0540
0.3410,0.9780,0.1340,0.0450
0.3880,0.9230,0.1720,0.0450
0.3600,1.0230,0.1420,0.0630
0.3320,0.7470,0.0800,0.2300
0.3770,0.8530,0.1310,0.0780
0.2790,0.8390,0.1630,0.1770
0.3540,0.9180,0.1520,0.0510
0.3170,0.8650,0.0950,0.1280
0.3980,1.0580,0.1340,0.0730
0.2350,0.9600,0.0580,0.1970
0.3780,0.9500,0.2160,-0.0010
0.3150,0.9800,0.1320,0.0520
0.3300,0.8430,0.1200,0.0760
0.3420,0.9730,0.1380,0.0720
0.3240,0.9270,0.1370,0.0410
0.4000,1.0860,0.1250,0.1140
0.3110,0.8760,0.0840,0.1000
0.3600,0.9510,0.1380,0.0350
0.3530,1.0300,0.1470,0.0510
0.3730,0.8530,0.1370,0.0970
0.3000,0.9090,0.1140,0.0370
0.2790,0.8390,0.0910,0.1510
0.2930,0.8140,0.0770,0.1660
0.3270,0.8160,0.1080,0.1110
0.2910,0.7220,0.1310,0.1670
0.4000,0.9790,0.1600,0.0880
0.3980,1.0360,0.1600,0.0700
0.2750,0.9340,0.0900,0.0490
0.3570,1.0030,0.1320,0.0670
0.2910,0.7720,0.1200,0.1800
0.3110,0.8230,0.1150,0.1480
0.3500,0.8210,0.1390,0.1150
0.3520,1.0180,0.1350,0.0330
0.3740,1.0660,0.1390,0.0350
0.2990,0.8410,0.1420,0.1030
0.3370,0.9940,0.1280,0.0450
0.3540,1.0410,0.1510,0.0570
0.3550,0.8770,0.1410,0.0500
0.3950,0.9130,0.1670,0.0830
0.3220,0.7770,0.1650,-0.1320
0.3620,0.9640,0.1570,-0.0060
0.3460,0.9540,0.1240,0.0470
0.3110,0.8420,0.1020,0.0540
0.2880,0.9480,0.0860,0.0270
0.3640,0.9380,0.1210,-0.0960
0.3050,0.7670,0.0760,0.1300
0.3910,1.0910,0.1380,0.0530
0.2370,0.9170,0.0570,0.0630
0.3570,1.0360,0.1620,0.0630
0.3680,0.9970,0.1430,0.0390
0.3160,0.8490,0.1050,0.1880
0.3370,1.0940,0.1570,-0.0090
0.3260,0.9180,0.1270,0.0780
0.3360,0.7710,0.1100,0.0880
0.3960,1.1090,0.1640,0.0390
0.3500,1.0750,0.1870,0.1480
0.3440,0.9840,0.1350,0.0470
0.3160,0.8990,0.1080,0.0710
0.3100,0.9480,0.1230,0.0360
0.3560,0.9580,0.1360,0.0710
0.3820,0.9960,0.1730,0.1680
0.2360,1.0310,0.0730,-0.0400
0.2280,0.9750,0.0460,0.0150
0.1930,0.8950,0.0600,0.0520
0.2880,0.9520,0.0950,0.0290
0.3240,0.9270,0.1370,0.0580
0.3900,0.8890,0.1690,0.1830
0.3820,0.9020,0.1440,0.0830
0.3680,0.9400,0.1590,0.0810
0.3170,0.9110,0.1120,0.0510
0.2220,0.9080,0.0800,0.0620
0.3210,0.8870,0.1150,0.0630
0.3470,0.9630,0.1550,0.0360
0.2680,1.0570,0.0750,0.0110
0.2540,0.8880,0.0590,0.0310
0.3860,0.9890,0.1580,0.0450
0.3600,1.0210,0.1420,0.0510
0.3780,0.9230,0.1290,0.1690
0.3580,0.9240,0.1150,0.0230
0.3550,0.9890,0.1340,-0.0230
0.3300,0.9530,0.1480,0.0300
0.3470,0.8500,0.0990,0.1440
0.3850,0.9620,0.1560,0.0460
0.2490,0.7800,0.1080,0.0600
0.3330,0.9380,0.1420,0.0470
0.3080,0.9900,0.1340,0.0180
0.2730,0.8690,0.1090,0.1050
0.3900,0.8720,0.1860,0.1900
0.1940,0.8980,0.0340,0.1530
0.3870,1.1160,0.1480,0.0170
0.2980,0.9030,0.1200,0.0160
0.3770,0.8860,0.1180,0.0990
0.3210,1.0630,0.1280,0.0050
0.3990,1.1410,0.1620,0.0460
0.1310,1.1180,0.0200,-0.0760
0.3310,1.0360,0.1090,0.0840
0.3810,0.9770,0.1590,0.0510
0.3350,0.8090,0.1600,0.1160
0.3730,1.0980,0.1330,0.0370
0.3790,0.9820,0.1190,0.0510
0.3670,1.0300,0.1520,0.0480
0.2460,0.9240,0.0850,0.0390
0.3360,1.0290,0.1190,0.0450
0.3920,1.0460,0.1590,0.0550
0.3690,1.0260,0.1280,0.1160
0.3960,1.1630,0.1360,0.0230
0.3420,0.9750,0.1410,0.0880
0.0530,1.0600,-0.0080,-0.0770
0.2900,0.8610,0.1240,0.2150
0.2770,0.9940,0.0830,0.0570
0.3980,0.9480,0.1430,0.0680
0.2980,0.9060,0.1120,0.0310
0.3610,0.8460,0.1230,0.1120
0.3370,1.1350,0.1550,0.0030
0.3480,0.9860,0.1420,0.0540
0.2770,0.8530,0.1040,0.1460
0.3150,0.8730,0.1200,0.1550
0.2910,0.9410,0.0850,0.0350
0.3310,0.9090,0.1210,0.1510
0.2970,1.1520,0.0830,0.0090
0.3390,1.0610,0.1290,0.0290
0.2270,0.9790,0.0830,-0.0030
0.2570,0.8600,0.0920,0.0360
0.3750,0.9270,0.1550,0.0590
0.3920,0.7700,0.1370,0.1350
0.3700,0.9180,0.1350,0.0840
0.3570,0.8690,0.1360,0.0570
0.3770,0.7730,0.1310,-0.0080
0.2490,0.8950,0.1200,0.0180
0.3810,0.7880,0.1360,-0.1130
0.2460,0.9240,0.0760,0.0430
0.3890,0.9860,0.1620,0.0190
0.3400,0.8850,0.1900,0.0550
0.2650,0.8910,0.0830,0.0380
0.3630,0.9240,0.1630,0.0530
0.2970,0.8030,0.1040,-0.0030
0.3430,0.9390,0.1460,0.0480
0.3420,1.0640,0.1270,0.0280
0.3990,1.0970,0.1520,0.0510
0.2870,0.9480,0.1410,0.2000
0.3250,0.8480,0.1900,0.0230
0.3600,0.9680,0.1380,0.0600
0.3850,1.0620,0.1540,0.0600
0.2390,0.7840,0.0740,0.0190
0.3440,0.9610,0.1240,0.0570
0.3900,1.0880,0.1620,0.0600
0.3810,0.9830,0.1710,0.1900
0.3890,1.1620,0.1380,0.0420
0.3490,0.9830,0.1670,0.1130
0.2790,0.8210,0.0700,0.1680
0.3390,0.9240,0.1220,0.0300
0.3350,0.9210,0.1070,0.0720
0.3290,1.0690,0.0980,0.0050
0.3840,1.0160,0.1310,0.0840
0.3620,1.0370,0.1370,0.0270
0.3350,0.9260,0.0930,0.0720
0.3520,0.9480,0.1330,0.0550
0.2960,0.8910,0.1080,0.1760
0.2680,0.7330,0.0750,0.1520
0.3390,0.9550,0.1040,0.0460
0.3480,0.8930,0.1010,0.0360
0.3210,0.9590,0.1170,0.0320
0.3610,0.9290,0.1420,0.0650
0.3990,1.0010,0.1710,0.0890
0.3100,0.9150,0.1190,-0.0080
0.3940,1.0670,0.1320,0.0280
0.3530,1.0130,0.1540,0.0670
0.3070,0.9780,0.1080,0.0580
0.2720,0.7430,0.1910,0.1360
0.3910,1.0940,0.1490,0.0900
0.2810,0.9140,0.1050,0.0390
0.3460,1.0420,0.1390,0.0450
0.3120,0.9680,0.1320,-0.0370
0.3380,1.0020,0.1550,0.0660
0.3940,0.9920,0.1760,0.0710
0.3510,1.0130,0.2050,0.0370
0.2940,0.8740,0.1050,0.0900
-0.1340,1.2140,-0.1220,-0.0640
0.3560,0.9660,0.1940,0.0940
0.2910,1.1010,0.0760,-0.0250
0.3290,1.0260,0.1320,0.0160
0.3980,0.9990,0.1670,0.0430
0.3070,0.9650,0.1200,0.0420
0.2890,0.9270,0.1070,0.0210
0.3380,0.8680,0.1740,0.0920
0.3580,0.8770,0.1470,0.0990
0.3910,0.8050,0.2060,0.1480
0.2790,1.0430,0.0760,0.0200
0.3270,1.0350,0.0570,0.0840
0.3470,0.9170,0.1680,0.0630
0.3460,0.7930,0.1230,0.1800
0.3600,0.9550,0.1460,0.0600
0.3150,0.7550,0.0990,0.1990
0.3300,0.7110,0.1040,0.1460
0.3730,0.9210,0.1490,0.1130
0.3040,0.8480,0.1160,0.0800
0.3580,0.8890,0.1450,0.0630
0.3390,1.0850,0.1500,0.0330
0.3110,0.8900,0.1130,0.0740
0.3420,1.0790,0.1300,0.0250
0.3940,1.1510,0.1420,0.0530
0.2440,0.9090,0.0970,0.0200
0.2990,0.9180,0.0760,0.1690
0.2990,0.9740,0.1200,0.0400
0.3850,1.0690,0.1350,0.0560
0.3490,0.9850,0.1430,0.0410
0.2670,0.8880,0.1030,0.0270
0.3010,0.9750,0.1010,0.0710
0.3550,0.9970,0.1100,0.1100
0.2650,0.9210,0.0920,0.0110
0.3730,1.0280,0.1610,0.1370
0.3200,0.9110,0.1280,0.0220
0.3590,0.9860,0.1380,0.0590
0.3790,0.8900,0.1610,0.1350
0.1660,0.8570,0.1190,0.0160
0.3890,0.9250,0.1580,0.0770
0.3870,0.8940,0.1260,0.0950
0.2860,0.8420,0.1100,0.1220
0.3890,0.8670,0.1790,0.1760
0.3750,0.9810,0.1640,0.1010
0.3570,0.9840,0.1190,0.1090
-0.0160,1.2090,-0.0560,-0.0170
0.3120,0.9310,0.0880,0.0860
0.2910,1.0210,0.1220,-0.0090
0.2530,0.8840,0.0790,0.2390
0.2600,0.8500,0.0720,0.0090
0.3880,0.9640,0.1290,0.0710
0.3510,0.7670,0.0470,0.2360
0.3990,1.0690,0.1900,0.0760
0.2490,1.0520,0.0820,0.0220
0.2730,0.9210,0.1140,0.0980
0.3590,0.7900,0.1280,-0.0250
0.3640,0.9220,0.1020,0.1270
0.3160,1.0230,0.1050,0.0540
0.3700,0.9620,0.1910,0.0910
0.3050,0.9340,0.0950,0.0310
0.1600,0.7750,-0.0010,0.2080
0.3430,0.9440,0.1370,0.0430
0.3680,0.9800,0.1320,0.0210
0.3760,1.0640,0.1470,0.0470
0.3740,0.9160,0.1310,0.0760
0.3990,1.1690,0.1490,0.0490
0.3270,0.9480,0.1320,0.0960
0.3030,1.1380,0.0910,0.1930
0.3380,1.0790,0.1380,0.0250
0.3080,0.9930,0.1280,0.0260
0.3410,0.9740,0.1090,0.0430
0.2950,0.9020,0.1260,-0.0340
0.3190,0.8630,0.1170,0.0690
0.3630,0.8290,0.1290,0.1900
0.2920,0.8560,0.1390,0.0100
0.3070,0.8700,0.0880,0.0860
0.3810,0.8330,0.1730,0.0320
0.3550,1.0800,0.1280,0.0510
-0.0340,1.1850,-0.0830,-0.0690
0.3380,0.9780,0.1340,-0.0140
0.3700,1.1890,0.1200,0.0380
0.2320,0.7310,0.1090,0.1430
0.3650,1.0680,0.1210,0.0430
0.3870,0.9470,0.1870,0.1260
-0.0020,1.1340,-0.0480,-0.0920
0.2940,0.9470,0.1120,0.0380
0.3950,1.1780,0.1760,0.1070
0.3840,1.0720,0.1660,0.0870
0.3500,0.9830,0.1230,0.2030
0.3540,0.8920,0.1260,0.0530
0.3570,1.0630,0.1260,0.0380
0.3650,0.8270,0.0930,0.1480
0.3640,0.8400,0.1370,0.0480
0.3510,1.0980,0.1180,-0.0070
0.3720,1.0170,0.1570,0.0530
0.1770,1.0410,0.0350,-0.0030
0.3910,0.8120,0.0500,0.1700
0.3970,1.0680,0.1600,0.0820
0.3510,0.9130,0.1550,0.0340
0.2700,0.9410,0.1060,0.0850
0.3320,0.8540,0.0670,0.1080
0.2830,0.7980,0.1970,0.0830
0.3060,0.8240,0.1480,0.0440
0.3430,0.9450,0.1100,0.1120
0.3760,1.0040,0.1400,-0.0050
0.3640,1.0580,0.1160,0.0570
0.3840,0.7590,0.1480,0.1370
0.3550,1.0590,0.1220,0.0320
0.3900,0.9470,0.1500,0.0680
0.3650,0.9520,0.1500,0.0520
0.2710,0.9280,0.1120,0.1030
0.3080,0.9540,0.1200,0.0390
0.3400,1.0240,0.1590,0.0220
0.3440,0.9850,0.1170,0.0770
0.3350,1.0450,0.1540,0.0500
0.3920,1.0750,0.1420,0.0060
0.3600,0.8690,0.1260,0.0700
0.3570,0.9360,0.1450,0.0730
0.3670,1.0210,0.1500,0.0390
0.2570,0.8480,0.1170,0.0930
0.3530,1.0260,0.1540,0.1760
0.3730,1.0300,0.1320,0.0420
0.2740,0.7810,0.1640,0.1550
0.3130,0.8980,0.1040,0.0030
0.3190,0.9610,0.1260,0.0270
-0.0340,1.0610,-0.0530,-0.0510
0.2570,0.8810,0.0980,0.0320
0.3700,0.9630,0.1520,0.2280
0.3770,1.0330,0.1420,0.0710
0.3440,0.9460,0.1550,0.0100
0.3560,1.0810,0.1160,0.0070
0.3820,0.9620,0.1670,0.0870
0.3560,0.9610,0.2100,0.0940
0.2960,0.8350,0.0890,0.1010
0.3400,0.9360,0.1200,0.0480
0.2920,0.9520,0.1020,0.1810
0.2990,0.9170,0.1070,0.0890
0.2860,0.8910,0.1070,0.0750
0.3430,0.9230,0.1430,0.0700
0.2670,0.9420,0.1000,0.0120
0.3410,0.9840,0.1840,0.0960
0.3410,1.0750,0.1200,0.0100
0.3400,0.9140,0.1220,0.0820
0.3330,0.8020,0.1150,0.0820
0.3920,1.0060,0.1550,0.0600
0.2800,0.8940,0.1110,0.0230
0.3050,0.8810,0.1160,0.0580
0.3150,0.9840,0.1250,0.0820
0.0940,1.2260,-0.0280,-0.0690
0.3910,1.1380,0.1610,0.0310
0.2790,0.9410,0.1140,0.0630
0.3620,0.9330,0.1560,0.0350
0.3570,1.0440,0.1400,0.0450
0.2640,0.8820,0.1100,0.0330
0.3590,0.8490,0.1490,0.2070
0.2840,0.9310,0.0990,0.0430
0.3310,0.7520,0.1320,0.0830
0.3390,1.0080,0.1250,0.0730
0.3860,1.0280,0.1600,0.0510
0.3600,0.8600,0.1170,0.0740
0.2790,0.8540,0.1180,0.0940
0.3810,1.0720,0.1540,0.0510
0.2630,0.9330,0.0920,0.0270
0.3850,1.0590,0.1590,0.0620
0.2610,0.9380,0.1180,0.0240
0.3400,0.9950,0.1330,0.0570
0.3040,0.8460,0.1020,0.0590
0.3630,0.9270,0.1680,0.1060
0.3470,0.8740,0.1740,0.1230
0.2950,1.0000,0.1340,0.0320
0.2150,0.9330,0.0810,0.0080
0.3460,1.0610,0.1700,-0.0540
0.3990,0.8310,0.1840,0.1160
0.3020,0.8880,0.1280,0.0020
0.2840,0.8500,0.1190,0.1210
0.3640,1.0130,0.1750,0.1300
0.3690,0.9360,0.1180,0.1170
0.3930,1.1870,0.1290,0.0140
0.3160,0.9870,0.1260,0.0340
0.2710,0.9630,0.0950,0.2000
0.3450,0.8200,0.1460,0.1500
0.3860,1.1010,0.1550,0.0590
0.3870,0.9420,0.1030,0.0370
0.3630,0.9800,0.0980,0.1840
0.3270,0.9850,0.1320,0.0500
0.3990,1.1170,0.1230,0.0190
0.3050,0.9660,0.1190,0.0660
0.3170,0.9550,0.1260,0.0590
0.3370,0.9420,0.1280,0.0340
0.3240,1.0090,0.1010,0.0420
0.3130,0.9720,0.1130,0.0560
0.3970,1.0660,0.2120,0.0800
0.3040,0.9770,0.1160,0.1110
0.2480,0.8900,0.1140,0.0850
0.3560,0.9600,0.1440,0.0880
0.3600,0.9920,0.1360,0.0500
0.3450,0.9720,0.1470,0.0580
0.3880,1.0400,0.1300,0.0410
0.2900,0.9880,0.1100,0.0500
0.3970,1.1970,0.1350,0.0510
0.2750,0.7960,0.1050,0.0040
0.3500,0.8910,0.1280,0.0590
0.3060,0.8990,0.1130,0.0770
0.3480,0.8550,0.1170,0.0740
0.3920,1.0150,0.1560,0.1310
0.3250,0.9950,0.1280,0.0490
0.0670,0.9810,-0.0230,-0.0510
0.3520,1.0090,0.1380,0.0420
0.3370,0.8730,0.1460,0.0240
0.3600,0.9900,0.1550,0.0720
0.3410,0.8050,0.2080,-0.0160
0.3190,1.0440,0.0790,0.0750
0.2470,0.8810,0.1110,-0.0030
0.3500,0.7620,0.1400,0.0940
0.3930,1.1070,0.1390,0.0460
0.3360,0.9260,0.1270,0.0460
0.3410,0.7300,0.1020,0.2000
0.3310,0.8390,0.1550,0.1150
0.3470,0.8570,0.1370,0.0580
0.3340,0.9560,0.1360,-0.0060
0.3730,0.9350,0.1510,-0.0010
0.3350,0.9910,0.0970,0.0830
0.2940,0.9100,0.0970,0.0790
0.3960,0.8390,0.1000,0.0210
0.2810,0.8440,0.0920,0.0360
0.2930,0.9690,0.1200,0.0380
0.4000,0.8160,0.1180,0.1060
0.3300,0.8820,0.1510,-0.1470
0.3970,1.1700,0.1540,0.0790
0.3990,1.1710,0.1560,0.0260
0.3100,0.9420,0.1160,0.0140
0.3350,0.9750,0.1180,0.1790
0.3620,0.7510,0.0810,0.0900
0.3400,0.8840,0.1820,0.2120
0.3540,1.0240,0.1330,0.0430
0.3230,1.0280,0.1440,0.1060
0.2640,0.8700,0.1180,0.0630
0.3080,0.9140,0.1050,0.1620
0.3210,1.0410,0.1570,0.1890
0.3930,1.1320,0.1460,0.0580
0.3700,0.9180,0.1380,0.0950
0.2910,0.9460,0.1040,0.0370
0.3740,1.0180,0.1440,0.0800
0.3160,0.8920,0.1260,0.0550
0.3330,0.8880,0.1540,0.1120
0.3490,0.9240,0.1430,0.1010
0.3030,0.9140,0.1150,0.0320
0.2950,0.9350,0.1150,0.0280
0.3670,0.9230,0.2130,0.0680
0.3700,0.8830,0.1490,0.1980
0.3470,0.7800,0.1400,0.2230
0.2640,0.8970,0.1210,0.0810
0.3580,1.0250,0.1600,0.1050
0.3410,0.9540,0.1450,0.0250
0.3350,0.8870,0.1140,0.0740
0.3930,1.0180,0.1660,0.0950
0.2060,0.8800,0.0750,-0.0020
0.3840,1.1150,0.1390,0.0480
0.3460,0.8430,0.1160,0.0450
0.2780,0.9260,0.1010,0.0260
0.1120,1.0460,0.0000,0.0630
0.3500,0.9810,0.1610,0.0680
0.1080,1.2120,0.0260,0.0650
0.3580,0.9520,0.1530,0.0450
0.3590,0.9820,0.1670,0.0490
0.2720,0.8980,0.1240,0.0640
0.3630,0.9850,0.1580,0.2290
0.3750,0.9520,0.1560,0.0660
0.3540,1.0300,0.1630,0.0470
-0.0520,1.0690,-0.0560,-0.0340
0.3130,1.1330,0.1050,0.0080
0.1810,0.9610,0.0610,0.0220
0.3050,1.0220,0.1280,0.0290
0.3880,0.8590,0.1650,0.1130
0.3720,0.8310,0.1600,0.1480
0.3790,0.9420,0.1790,0.0660
0.2680,0.9180,0.1490,0.0750
0.3510,0.9750,0.1410,0.0340
0.3830,1.0950,0.1500,0.0590
0.3500,0.7690,0.1410,0.0570
0.3920,0.9290,0.1790,0.0760
0.3630,1.0330,0.1330,0.0760
0.2820,0.8450,0.1090,0.0770
0.2760,0.9640,0.0990,0.0290
0.3630,0.7620,0.1260,0.1590
0.3330,0.8790,0.1490,0.0600
0.3770,1.0370,0.1410,0.0600
0.2820,0.8600,0.1360,0.0430
0.3690,0.9350,0.1490,0.0650
0.3460,0.9460,0.1200,0.0630
0.3990,0.9250,0.1530,0.1070
0.2760,0.8620,0.1080,0.0230
0.3590,0.8620,0.1690,0.1840
0.3100,1.0790,0.1160,0.0140
0.3960,1.1460,0.1310,0.0450
0.2910,0.8190,0.0980,0.1750
0.3000,0.7610,0.0860,0.2220
0.3520,0.7850,0.1020,0.1620
0.3050,0.8780,0.1160,0.0650
0.3500,1.0180,0.1420,0.0700
0.2650,0.8520,0.1450,0.0410
0.3840,0.8840,0.1460,0.0490
0.3430,0.9350,0.0940,0.1640
0.4000,1.1050,0.1480,0.0660
0.3920,1.0740,0.1650,0.0630
0.3710,0.9830,0.2010,0.0680
0.3640,0.8470,0.1050,0.1170
0.1280,1.1540,0.0100,0.0120
0.3460,0.9260,0.1410,-0.0460
0.3600,0.9330,0.1570,-0.0130
0.3110,1.0010,0.1160,0.0460
0.3090,1.0160,0.1230,0.0800
0.3560,0.8900,0.1650,0.0470
0.3140,0.9610,0.1140,0.0350
0.3150,0.9280,0.1300,0.0000
0.3200,0.9110,0.1330,0.0180
0.2860,0.9560,0.0910,0.1350
0.3300,0.9330,0.1770,0.1560
0.2560,0.8600,0.0940,0.0140
0.3930,1.0720,0.1140,0.1270
0.3940,1.1210,0.1510,0.0550
0.3660,0.9400,0.1480,0.1700
0.2520,0.7050,0.1020,0.0790
0.3840,1.1360,0.1380,0.0430
0.2310,0.9610,0.0970,0.0340
0.2940,0.8900,0.1210,0.0350
0.3720,0.8160,0.1480,0.1370
0.2120,1.1410,0.0760,0.0190
0.3480,1.0180,0.1380,0.1970
0.2570,0.8790,0.0940,0.0600
0.2990,0.9020,0.1150,0.0850
0.3760,1.0600,0.1430,0.0270
0.2500,0.7820,0.1020,0.0370
0.3690,1.0960,0.1330,0.0530
0.2920,0.8460,0.1020,0.0460
0.2610,0.9010,0.1250,0.1380
0.3400,1.1380,0.1350,0.0410
0.2640,0.8800,0.1000,0.0860
0.3150,1.1630,0.1030,-0.0030
0.3000,0.8690,0.0490,0.1000
0.2980,0.8500,0.1270,0.0770
0.2210,0.8800,0.1290,0.0660
0.3670,0.7780,0.1510,0.0170
0.2680,1.0010,0.1220,0.0450
0.2980,0.8920,0.1340,0.0640
0.3860,1.0720,0.1870,0.1490
0.3830,0.8390,0.0990,0.1240
0.3890,0.9720,0.1670,0.0770
0.3080,0.7860,0.1410,-0.0070
0.3190,0.8950,0.1300,0.0270
0.3680,0.9750,0.1620,0.0620
0.3700,0.8070,0.1370,0.1390
0.2860,0.8670,0.1290,0.1160
0.3330,0.7130,0.1320,0.0920
0.3340,0.9170,0.1620,0.0510
0.2750,0.7290,0.1020,0.0540
0.2790,1.0000,0.1050,0.0120
0.3830,0.9880,0.0880,0.2390
0.3470,0.9880,0.1370,0.0540
0.3010,0.9210,0.0890,0.1570
0.1740,0.8850,0.0390,-0.0210
0.3900,0.9250,0.1300,0.0590
0.3640,0.9200,0.1310,0.0940
0.3100,0.9730,0.1240,0.0650
-0.0830,1.2810,-0.1320,-0.0240
0.3530,0.8760,0.1280,-0.0280
0.3150,0.8650,0.1150,0.0010
0.3740,0.9810,0.1460,0.1220
0.3710,0.8920,0.2150,0.1040
0.3820,0.8050,0.1440,0.1350
0.3760,0.8390,0.1900,0.0880
0.3640,0.9150,0.1460,0.0450
0.3490,0.9450,0.1690,0.1200
0.2870,0.9020,0.1210,0.0270
0.3550,1.0930,0.1350,0.0330
0.2850,0.7300,0.0960,0.1120
0.3280,0.8420,0.1260,0.0590
0.3890,0.9570,0.1570,0.0490
0.3030,0.8740,0.1300,0.0340
0.4000,1.0490,0.0870,0.0970
0.3420,1.1740,0.1110,0.0220
0.2780,0.9290,0.1000,0.0460
0.3300,1.0210,0.1060,-0.0170
0.3930,1.1560,0.1470,0.0520
0.3490,1.0390,0.1440,0.0970
0.3170,0.8250,0.1280,0.1180
0.3140,0.9100,0.1240,0.0360
0.3710,1.0740,0.1310,0.0300
0.2910,0.7560,0.1300,0.1400
0.2710,1.0080,0.0960,0.0020
0.3160,0.9620,0.1200,0.0400
0.3930,0.9670,0.1750,0.0650
0.3610,0.9640,0.1170,0.0720
0.3280,0.9100,0.1500,0.0210
0.3230,0.9720,0.1250,0.0830
0.3330,0.8510,0.1430,0.0670
0.3930,1.1470,0.1420,0.0420
0.3910,1.1180,0.1240,0.0440
0.3360,0.8160,0.1680,0.1120
0.3550,0.9510,0.1080,0.0570
0.2810,0.9000,0.1040,0.0270
0.3820,1.1620,0.1510,0.0660
